date,channel,data_source,campaign,ad_set,impressions,clicks,spend,conversions,video_views
2023-06-15,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,543871,57063,139482.03,1389,5542
2023-06-16,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,463204,45370,115499.39,1030,4477
2023-06-17,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,462311,43307,123485.84,985,6460
2023-06-18,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,375546,35687,95504.49,746,5818
2023-06-19,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,423041,38269,100949.64,858,5453
2023-06-20,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,428044,45273,127001.93,1250,5574
2023-06-21,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,468988,50269,134597.03,1139,5347
2023-06-22,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,469954,50539,135886.83,1270,5791
2023-06-23,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,527033,48300,123786.13,1385,6657
2023-06-24,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,571159,54956,139600.8,1363,6666
2023-06-25,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,548071,48859,119743.73,889,7908
2023-06-26,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,520148,51113,129972.44,1078,6407
2023-06-27,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,487593,48687,125796.45,1241,6119
2023-06-28,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,490306,43551,116045.19,975,5740
2023-06-29,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,525587,52581,137421.43,1236,6249
2023-06-30,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,467828,49542,127295.97,1597,6640
2023-07-01,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,609334,60541,151163.25,1894,7472
2023-07-02,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,458909,45994,122675.72,1120,5646
2023-07-03,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,589090,53858,137276.88,1336,7262
2023-07-04,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,561703,50125,133284.45,1219,6371
2023-07-05,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,548908,53231,125724.84,1424,5195
2023-07-06,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,608443,64067,170067.8,1576,9023
2023-07-07,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,544522,61260,165828.88,2054,7581
2023-07-08,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,426841,45767,123077.2,1216,6081
2023-07-09,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,538558,55092,142229.12,1466,5422
2023-07-10,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,506992,54084,147405.12,1440,7402
2023-07-11,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,521601,57112,139313.16,1539,8105
2023-07-12,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,597775,62030,160805.98,1651,8297
2023-07-13,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,543817,55011,141803.71,1224,8138
2023-07-14,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,578113,62191,170193.54,1340,7767
2023-07-15,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,536510,57275,133906.91,1493,5620
2023-07-16,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,646309,64458,158699.57,1463,8346
2023-07-17,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,525630,53702,151735.34,1444,5342
2023-07-18,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,498708,52049,118762.1,1414,5448
2023-07-19,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,560971,53191,143722.9,1260,7051
2023-07-20,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,452141,45486,113911.28,1311,5573
2023-07-21,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,592719,59620,156629.09,1496,7606
2023-07-22,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,564753,54851,152281.8,1136,4955
2023-07-23,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,619486,63257,166358.39,1576,7261
2023-07-24,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,641160,62820,174426.6,1716,8327
2023-07-25,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,580476,59573,150477.11,1238,7747
2023-07-26,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,541768,54802,139304.5,1370,7294
2023-07-27,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,598976,59552,160151.53,1563,7458
2023-07-28,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,537689,50556,127883.77,1501,6085
2023-07-29,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,605076,64577,171935.39,1928,7807
2023-07-30,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,550151,54386,148861.38,1359,6305
2023-07-31,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,580596,62747,169116.72,1781,7908
2023-08-01,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,542258,56073,133348.92,1172,6924
2023-08-02,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,571874,56075,142251.65,1228,6798
2023-08-03,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,581650,58859,153981.88,1583,6174
2023-08-04,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,490488,53414,136056.86,1475,6874
2023-08-05,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,583508,62918,162818.31,1742,7589
2023-08-06,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,421622,42625,111441.67,1079,6655
2023-08-07,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,582463,55736,139760.72,1330,7541
2023-08-08,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,472472,48040,122470.94,1231,6188
2023-08-09,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,495360,53224,128865.98,1276,4637
2023-08-10,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,571129,55460,139237.65,1313,7172
2023-08-11,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,590329,61146,145203.11,1384,6747
2023-08-12,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,659349,67921,175563.04,1638,8893
2023-08-13,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,575657,62252,158364.39,1881,7254
2023-08-14,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,571382,58684,143779.78,1477,7869
2023-08-15,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,537545,57581,160975.42,1631,8513
2023-08-16,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,639898,70194,177868.52,1944,6759
2023-08-17,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,724841,72056,187423.01,1719,9933
2023-08-18,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,554310,57683,143133.63,1347,7333
2023-08-19,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,607534,62022,155616.23,1517,9454
2023-08-20,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,577037,60356,157080.66,1604,7657
2023-08-21,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,590019,60039,151142.1,1613,7718
2023-08-22,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,666028,67083,171681.91,1707,9013
2023-08-23,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,551700,56105,149289.97,1516,7535
2023-08-24,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,477424,54381,135430.43,1311,6978
2023-08-25,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,607281,61811,147437.75,1706,6391
2023-08-26,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,643352,65375,154251.0,1471,7265
2023-08-27,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,555785,58556,160265.01,1691,8405
2023-08-28,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,564064,61350,163868.04,1749,4780
2023-08-29,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,600782,63828,168171.49,1376,7117
2023-08-30,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,628073,65295,162872.55,1819,7705
2023-08-31,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,599157,57731,137342.68,1526,6999
2023-09-01,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,613831,67892,170533.92,2110,9112
2023-09-02,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,441257,49852,126365.57,1297,5673
2023-09-03,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,592169,68309,164049.24,2002,6693
2023-09-04,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,511009,53208,125438.97,1479,5548
2023-09-05,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,503467,53864,125145.04,1544,6297
2023-09-06,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,568816,62155,163210.2,1764,8019
2023-09-07,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,580767,62139,148390.38,1588,7113
2023-09-08,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,575323,61047,157463.79,1776,6764
2023-09-09,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,638851,68733,171041.19,2029,6866
2023-09-10,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,582816,57222,149504.34,1380,7386
2023-09-11,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,623332,75284,194186.0,2092,7837
2023-09-12,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,500007,52414,131363.94,1271,5348
2023-09-13,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,536155,55647,141961.73,1638,7424
2023-09-14,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,656753,69810,175886.37,2028,9897
2023-09-15,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,536695,53302,130827.69,1318,6487
2023-09-16,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,518342,54979,145986.65,1426,6502
2023-09-17,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,624273,69483,172085.02,1589,6249
2023-09-18,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,589651,67299,169464.76,1901,7858
2023-09-19,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,660068,70310,165165.1,1646,8472
2023-09-20,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,587306,68483,175418.49,2025,6702
2023-09-21,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,678459,73362,179638.2,2215,7233
2023-09-22,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,679364,87910,216651.36,2561,10411
2023-09-23,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,648439,77275,186822.03,2353,8228
2023-09-24,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,637076,75352,188893.83,2446,6592
2023-09-25,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,625796,79077,179378.6,2549,8473
2023-09-26,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,629736,70704,184271.56,1877,7817
2023-09-27,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,527055,58395,146821.48,1616,6380
2023-09-28,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,639417,73074,179704.86,2284,8799
2023-09-29,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,706791,75528,175384.1,2067,5157
2023-09-30,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,671928,69637,178989.54,1801,5877
2023-10-01,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,741495,86035,209493.96,2780,10738
2023-10-02,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,776945,95040,254497.51,3051,9143
2023-10-03,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,751197,79195,203819.0,1833,8437
2023-10-04,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,686142,74340,201026.33,2137,6581
2023-10-05,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,667810,75084,189776.91,2307,8246
2023-10-06,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,828624,84499,223454.18,1884,10416
2023-10-07,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,872952,102718,263591.49,2332,12739
2023-10-08,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,675468,72484,177621.95,1739,8558
2023-10-09,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,862271,94389,238746.09,2552,9877
2023-10-10,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,695238,78333,188028.69,2425,8850
2023-10-11,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,699903,74430,205628.25,1799,9796
2023-10-12,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,719638,80817,201234.38,2391,9790
2023-10-13,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,599366,72141,180698.65,1540,7862
2023-10-14,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,859003,93923,239426.11,2609,10732
2023-10-15,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,750076,81829,193401.62,2137,8216
2023-10-16,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,725845,75360,200703.83,2363,7360
2023-10-17,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,826230,93472,221443.95,2140,8143
2023-10-18,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,880132,95884,224351.87,2603,11185
2023-10-19,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,807790,92268,228283.48,2131,10417
2023-10-20,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,796678,89031,207824.18,2347,11129
2023-10-21,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,728930,75977,204178.83,1640,9484
2023-10-22,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,760083,98249,241973.64,3899,10558
2023-10-23,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,768588,87243,182284.15,2384,9042
2023-10-24,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,764968,90513,227575.54,2617,10241
2023-10-25,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,710218,72733,185989.95,1851,7242
2023-10-26,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,769295,84634,206065.59,2061,9148
2023-10-27,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,748854,87293,202305.75,2808,6517
2023-10-28,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,840119,96626,238874.38,2952,10129
2023-10-29,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,758048,94139,228198.87,3186,10767
2023-10-30,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,917509,101612,239974.96,2467,11126
2023-10-31,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,950149,103143,242353.07,3112,12636
2023-11-01,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,912297,114796,286985.4,3973,11396
2023-11-02,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,839539,100461,260337.79,2931,9212
2023-11-03,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,767523,91576,232197.56,2971,8952
2023-11-04,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,883976,116626,263952.61,3945,12484
2023-11-05,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,1017324,112347,286751.76,2603,13520
2023-11-06,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,766989,80570,207118.77,2074,8351
2023-11-07,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,763417,89504,236860.56,2493,7254
2023-11-08,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,867317,107454,253099.39,3351,10730
2023-11-09,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,837668,105534,260117.12,3658,9174
2023-11-10,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,842014,100164,254493.92,2486,9835
2023-11-11,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,811154,103381,248571.44,3143,7610
2023-11-12,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,898838,106316,269678.9,2881,12469
2023-11-13,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,779858,91083,224464.42,2448,9222
2023-11-14,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,957954,119200,281535.81,3398,11589
2023-11-15,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,771464,84108,199447.43,2304,8100
2023-11-16,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,782351,98015,256600.14,3225,8997
2023-11-17,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,854598,90523,211845.89,2477,10443
2023-11-18,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,956562,110913,257104.8,3270,10422
2023-11-19,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,793754,95284,238507.08,3033,9216
2023-11-20,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,736037,93800,230361.96,3694,10669
2023-11-21,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,924677,100699,231336.67,2774,8183
2023-11-22,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,876344,90131,215739.2,2550,10807
2023-11-23,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,971984,111185,261954.5,3481,10289
2023-11-24,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,866054,109354,259875.86,4059,12476
2023-11-25,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,781596,93369,258068.67,2940,9124
2023-11-26,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,991557,104396,252212.43,2512,10029
2023-11-27,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,669627,77826,182415.75,2326,7775
2023-11-28,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,991672,122139,329602.0,3849,12524
2023-11-29,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,914183,112945,288972.66,3767,15537
2023-11-30,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,797437,98936,251036.81,2796,6540
2023-12-01,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,1047228,122134,286474.04,4006,10306
2023-12-02,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,750458,96966,251351.77,3129,10768
2023-12-03,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,995021,119945,305274.54,3912,9237
2023-12-04,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,726443,86982,214166.42,2680,8729
2023-12-05,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,771200,99717,222713.75,3258,8583
2023-12-06,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,755626,98992,241498.93,3313,8196
2023-12-07,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,808829,86694,229916.02,2475,9455
2023-12-08,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,891017,106606,262964.28,3807,10158
2023-12-09,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,796710,97639,233630.79,2384,11076
2023-12-10,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,759755,89575,215854.26,2778,10933
2023-12-11,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,884755,114653,277127.95,3725,11295
2023-12-12,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,870818,101087,236344.59,2877,10079
2023-12-13,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,844524,98221,238606.16,2177,10527
2023-12-14,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,911985,116200,303133.19,3910,12265
2023-12-15,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,930558,117528,304839.73,3659,12844
2023-12-16,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,940945,117052,273820.13,3331,11918
2023-12-17,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,983159,133735,345692.29,4560,14501
2023-12-18,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,828559,98042,247185.56,2811,9023
2023-12-19,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,881008,103164,258380.84,2490,12379
2023-12-20,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,998841,119926,297295.13,3626,13252
2023-12-21,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,1028175,128177,296428.8,4220,11209
2023-12-22,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,884899,100719,239229.46,2704,10989
2023-12-23,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,841314,97740,246715.14,2908,10552
2023-12-24,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,838246,100996,229868.31,3070,9844
2023-12-25,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,906051,103947,238567.19,3288,10623
2023-12-26,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,1052968,122642,301334.11,3529,9745
2023-12-27,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,833963,109006,253262.56,3841,8972
2023-12-28,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,989202,125258,315320.48,3835,11445
2023-12-29,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,793136,103390,240436.76,4026,8700
2023-12-30,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,833418,114677,280394.5,3767,8717
2023-12-31,Paid Social,Facebook,Streamlined empowering interface,Streamlined empowering in... AS-2,802804,98248,241107.33,2796,11166
2023-01-01,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,207292,17661,48239.98,374,2854
2023-01-02,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,213424,19089,50417.24,493,2312
2023-01-03,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,222540,20098,54710.83,562,2468
2023-01-04,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,170067,13618,35008.59,280,1976
2023-01-05,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,202634,15928,48516.29,396,2284
2023-01-06,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,166396,14236,40071.51,293,1603
2023-01-07,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,164613,14158,37981.41,301,1924
2023-01-08,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,188576,17445,47798.66,439,2546
2023-01-09,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,207292,17593,43095.18,349,2002
2023-01-10,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,179899,15256,45625.08,351,2216
2023-01-11,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,183619,17142,51011.45,387,2252
2023-01-12,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,224204,19575,54874.69,368,2568
2023-01-13,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,218907,18295,51806.61,322,2822
2023-01-14,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,213149,16819,43889.59,327,2712
2023-01-15,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,177684,15339,40167.05,351,2013
2023-01-16,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,191556,15307,38997.18,269,2664
2023-01-17,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,175039,15648,43195.06,363,2277
2023-01-18,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,188969,13451,39402.17,248,2802
2023-01-19,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,167163,14714,40130.38,324,1985
2023-01-20,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,161308,12771,36114.67,234,1842
2023-01-21,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,215734,18272,53252.45,404,2507
2023-01-22,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,193441,15887,40540.71,328,2731
2023-01-23,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,214969,18141,55011.55,428,2522
2023-01-24,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,176328,13000,38164.71,212,2088
2023-01-25,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,172002,15616,44432.86,365,2671
2023-01-26,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,173735,16359,47458.95,343,1664
2023-01-27,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,179579,14368,41759.96,286,2270
2023-01-28,Paid Social,LinkedIn Ads,Robust transitional groupware,Robust transitional group... AS-1,208753,18776,52785.29,383,2481
